simulacao,tempo_perturbacao,metricas_preferencia,metricas_horario,folga_total,tempo_pli,tempo_aco,tempo_ag,geracoes_aco,geracoes_ag,resultado_pli,resultado_aco,resultado_ag
201.0,0.109375,"{'proporcao_perturbacao': 0.12851051116537082, 'n_interessados_por_turma': np.float64(2.592345041322314)}","{'n_mudancas_horarios': 10, 'n_conflitos': np.float64(155.0)}",0,10.96875,121.59375,38.099446296691895,18,150,"[{'escore_total': 138, 'distribuicao_preferencias': {'pref_3': np.int64(45), 'pref_2': np.int64(1), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 136, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(2), 'pref_1': 0, 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 130, 'distribuicao_preferencias': {'pref_3': np.int64(40), 'pref_2': np.int64(4), 'pref_1': np.int64(2), 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
202.0,0.078125,"{'proporcao_perturbacao': 0.03377136322399685, 'n_interessados_por_turma': np.float64(2.2549586776859507)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(158.0)}",3,10.5625,119.46875,22.925121068954468,12,150,"[{'escore_total': 135, 'distribuicao_preferencias': {'pref_3': np.int64(41), 'pref_2': np.int64(6), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 135, 'distribuicao_preferencias': {'pref_3': np.int64(41), 'pref_2': np.int64(6), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 130, 'distribuicao_preferencias': {'pref_3': np.int64(39), 'pref_2': np.int64(6), 'pref_1': np.int64(1), 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
203.0,0.078125,"{'proporcao_perturbacao': 0.06849475920436551, 'n_interessados_por_turma': np.float64(2.3969283746556473)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(155.0)}",4,11.046875,122.984375,42.65174412727356,20,150,"[{'escore_total': 138, 'distribuicao_preferencias': {'pref_3': np.int64(46), 'pref_2': 0, 'pref_1': 0, 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 136, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(2), 'pref_1': 0, 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 128, 'distribuicao_preferencias': {'pref_3': np.int64(40), 'pref_2': np.int64(3), 'pref_1': np.int64(2), 'pref_0': np.int64(2)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
204.0,0.09375,"{'proporcao_perturbacao': 0.08391741802670952, 'n_interessados_por_turma': np.float64(2.38948347107438)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(162.0)}",1,11.609375,126.203125,8.117984771728516,15,150,"[{'escore_total': 140, 'distribuicao_preferencias': {'pref_3': np.int64(46), 'pref_2': np.int64(1), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 138, 'distribuicao_preferencias': {'pref_3': np.int64(45), 'pref_2': np.int64(1), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 137, 'distribuicao_preferencias': {'pref_3': np.int64(43), 'pref_2': np.int64(4), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
205.0,0.09375,"{'proporcao_perturbacao': 0.10643271944306813, 'n_interessados_por_turma': np.float64(2.6041391184573004)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(137.0)}",2,10.03125,60.34375,27.307329416275024,60,150,"[{'escore_total': 140, 'distribuicao_preferencias': {'pref_3': np.int64(46), 'pref_2': np.int64(1), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 135, 'distribuicao_preferencias': {'pref_3': np.int64(42), 'pref_2': np.int64(4), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 140, 'distribuicao_preferencias': {'pref_3': np.int64(46), 'pref_2': np.int64(1), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
206.0,0.09375,"{'proporcao_perturbacao': 0.04939984549581693, 'n_interessados_por_turma': np.float64(2.1380916604057103)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(153.0)}",5,10.0625,123.203125,25.735106945037842,17,150,"[{'escore_total': 138, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(3), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 138, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(3), 'pref_1': 0, 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 133, 'distribuicao_preferencias': {'pref_3': np.int64(40), 'pref_2': np.int64(6), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
207.0,0.078125,"{'proporcao_perturbacao': 0, 'n_interessados_por_turma': np.float64(2.102164502164502)}","{'n_mudancas_horarios': 8, 'n_conflitos': np.float64(141.0)}",2,9.96875,120.046875,32.7051146030426,17,150,"[{'escore_total': 136, 'distribuicao_preferencias': {'pref_3': np.int64(43), 'pref_2': np.int64(3), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 133, 'distribuicao_preferencias': {'pref_3': np.int64(41), 'pref_2': np.int64(5), 'pref_1': 0, 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 131, 'distribuicao_preferencias': {'pref_3': np.int64(40), 'pref_2': np.int64(5), 'pref_1': np.int64(1), 'pref_0': np.int64(1)}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
208.0,0.109375,"{'proporcao_perturbacao': 0.10972355072419969, 'n_interessados_por_turma': np.float64(2.525642374154771)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(192.0)}",4,13.25,120.46875,9.737675905227661,43,150,"[{'escore_total': 136, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(1), 'pref_1': np.int64(2), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 135, 'distribuicao_preferencias': {'pref_3': np.int64(43), 'pref_2': np.int64(2), 'pref_1': np.int64(2), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 135, 'distribuicao_preferencias': {'pref_3': np.int64(43), 'pref_2': np.int64(2), 'pref_1': np.int64(2), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
209.0,0.078125,"{'proporcao_perturbacao': 0.059691458885449224, 'n_interessados_por_turma': np.float64(2.146314800901578)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(157.0)}",5,10.796875,123.875,6.093432426452637,19,150,"[{'escore_total': 137, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(2), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 137, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(2), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 135, 'distribuicao_preferencias': {'pref_3': np.int64(42), 'pref_2': np.int64(4), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
210.0,0.078125,"{'proporcao_perturbacao': 0.07310560150745915, 'n_interessados_por_turma': np.float64(2.3612576356449875)}","{'n_mudancas_horarios': 9, 'n_conflitos': np.float64(156.0)}",2,12.234375,120.28125,10.482428550720215,51,150,"[{'escore_total': 138, 'distribuicao_preferencias': {'pref_3': np.int64(45), 'pref_2': np.int64(1), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 132, 'distribuicao_preferencias': {'pref_3': np.int64(41), 'pref_2': np.int64(3), 'pref_1': np.int64(3), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]","[{'escore_total': 137, 'distribuicao_preferencias': {'pref_3': np.int64(44), 'pref_2': np.int64(2), 'pref_1': np.int64(1), 'pref_0': 0}, 'violacoes_capacidade_total_excesso': 0, 'professores_com_violacao': 0, 'conflitos_totais': 0}]"
